Symbol,Company Name,Market Cap,Stock Price,Percent Change,Revenue
BALY,Bally's Corporation,739.32M,18.18,-0.22%,2.48B
GLDD,Great Lakes Dredge & Dock Corporation,739.32M,10.99,-1.44%,741.65M
SLQT,"SelectQuote, Inc.",739.18M,4.310,-3.79%,1.38B
JACK,Jack in the Box Inc.,738.95M,39.19,-1.63%,1.57B
DDL,Dingdong (Cayman) Limited,738.89M,3.400,-2.58%,3.16B
PLPC,Preformed Line Products Company,736.79M,150.44,2.45%,572.20M
SCVL,"Shoe Carnival, Inc.",735.35M,27.06,-2.49%,1.22B
ORIC,"ORIC Pharmaceuticals, Inc.",735.31M,10.42,-3.25%,-
HBNC,"Horizon Bancorp, Inc.",734.09M,16.79,-0.30%,183.72M
REX,REX American Resources Corporation,732.90M,41.72,-1.51%,671.88M
PRTH,"Priority Technology Holdings, Inc.",731.72M,9.50,-1.04%,851.91M
ABL,"Abacus Life, Inc.",731.42M,7.79,-1.27%,102.41M
OSPN,OneSpan Inc.,730.95M,19.24,-1.18%,244.94M
GSM,Ferroglobe PLC,730.87M,3.890,0.78%,1.65B
CVLG,"Covenant Logistics Group, Inc.",730.42M,27.71,-2.08%,1.13B
BRSP,"BrightSpire Capital, Inc.",730.13M,5.63,-0.18%,378.10M
SERV,Serve Robotics Inc.,729.53M,16.59,1.53%,1.68M
CCAP,"Crescent Capital BDC, Inc.",726.41M,19.60,0.36%,200.90M
NGL,NGL Energy Partners LP,723.43M,5.48,-1.44%,6.24B
PUBM,"PubMatic, Inc.",722.23M,15.12,-1.37%,290.35M
LPRO,Open Lending Corporation,722.07M,6.05,-5.02%,95.89M
CRON,Cronos Group Inc.,721.11M,1.900,-1.55%,111.23M
HAFC,Hanmi Financial Corporation,720.59M,24.02,-0.95%,229.94M
RBBN,Ribbon Communications Inc.,719.07M,4.100,0.99%,808.92M
SANA,"Sana Biotechnology, Inc.",718.93M,3.220,-7.74%,-
MCB,Metropolitan Bank Holding Corp.,718.10M,64.13,-0.02%,270.66M
TRNS,"Transcat, Inc.",717.00M,77.02,0.40%,272.20M
MEG,"Montrose Environmental Group, Inc.",714.14M,20.82,-0.81%,673.08M
EVER,"EverQuote, Inc.",714.10M,20.20,-2.93%,408.44M
IE,Ivanhoe Electric Inc.,713.10M,5.92,-1.66%,3.24M
GOOD,Gladstone Commercial Corporation,712.57M,16.21,0.50%,147.92M
REPX,"Riley Exploration Permian, Inc.",712.16M,33.15,-2.01%,407.32M
RYI,Ryerson Holding Corporation,712.10M,22.36,-2.78%,4.70B
OPY,Oppenheimer Holdings Inc.,711.01M,68.82,-5.10%,1.34B
IMOS,ChipMOS TECHNOLOGIES INC.,709.78M,19.86,-3.73%,724.84M
BH,Biglari Holdings Inc.,709.55M,232.01,-0.79%,361.66M
DNA,"Ginkgo Bioworks Holdings, Inc.",709.18M,13.36,-3.95%,217.95M
ORC,"Orchid Island Capital, Inc.",706.52M,8.35,5.56%,54.41M
RCAT,"Red Cat Holdings, Inc.",704.61M,8.79,0.92%,16.47M
ORRF,"Orrstown Financial Services, Inc.",704.49M,36.34,-0.74%,176.14M
SIBN,"SI-BONE, Inc.",702.88M,16.76,-1.64%,157.04M
ESQ,"Esquire Financial Holdings, Inc.",702.48M,89.37,2.23%,120.12M
LENZ,"LENZ Therapeutics, Inc.",702.10M,25.53,0.20%,-
OFIX,Orthofix Medical Inc.,700.47M,18.33,-1.72%,784.25M
CRML,Critical Metals Corp.,700.30M,7.72,-0.39%,117.66K
NOAH,Noah Holdings Limited,699.20M,10.58,-3.82%,391.84M
RPAY,Repay Holdings Corporation,698.37M,7.47,-1.71%,310.76M
MAZE,"Maze Therapeutics, Inc.",698.24M,15.95,-0.31%,167.50M
BVS,Bioventus Inc.,698.13M,10.68,0.28%,555.06M
KREF,KKR Real Estate Finance Trust Inc.,694.34M,9.98,-0.60%,66.59M
BITF,Bitfarms Ltd.,692.19M,1.450,-3.33%,182.96M
LIND,"Lindblad Expeditions Holdings, Inc.",691.50M,12.72,-2.90%,621.48M
SLP,"Simulations Plus, Inc.",689.57M,34.32,0.15%,74.44M
HZO,"MarineMax, Inc.",689.39M,30.36,-0.23%,2.37B
GSBC,"Great Southern Bancorp, Inc.",689.23M,58.79,-0.34%,216.99M
IMNM,"Immunome, Inc.",688.46M,11.03,4.95%,10.13M
AACT,Ares Acquisition Corporation II,688.13M,11.01,-,-
WSR,Whitestone REIT,687.36M,13.40,-,149.45M
BCAX,Bicara Therapeutics Inc.,686.73M,12.62,-2.25%,-
SVM,Silvercorp Metals Inc.,683.96M,3.140,-2.48%,241.36M
CAPR,"Capricor Therapeutics, Inc.",683.87M,15.04,-1.05%,23.23M
PGY,Pagaya Technologies Ltd.,683.52M,9.28,-3.63%,970.90M
NPK,"National Presto Industries, Inc.",682.84M,96.17,-1.16%,351.95M
CSIQ,Canadian Solar Inc.,682.14M,10.31,-1.62%,6.17B
HIPO,Hippo Holdings Inc.,682.07M,28.00,1.16%,334.70M
ODP,The ODP Corporation,680.67M,22.60,-3.38%,7.18B
TRTX,"TPG RE Finance Trust, Inc.",680.60M,8.41,-0.12%,133.09M
BZH,"Beazer Homes USA, Inc.",676.32M,22.16,-20.00%,2.41B
SMP,"Standard Motor Products, Inc.",673.81M,31.02,-0.70%,1.41B
ZIP,"ZipRecruiter, Inc.",672.19M,6.88,-2.55%,498.90M
CGNT,Cognyte Software Ltd.,670.32M,9.31,-0.43%,339.82M
WNC,Wabash National Corporation,668.96M,15.60,-,1.95B
VINP,Vinci Partners Investments Ltd.,667.47M,10.29,-,88.22M
SMBC,"Southern Missouri Bancorp, Inc.",667.38M,59.18,0.77%,166.91M
CCO,"Clear Channel Outdoor Holdings, Inc.",665.15M,1.360,-2.86%,2.23B
GLAD,Gladstone Capital Corporation,664.76M,29.77,0.27%,96.62M
SSYS,Stratasys Ltd.,664.59M,9.31,-0.80%,578.44M
GES,"Guess?, Inc.",664.31M,12.91,-2.93%,2.95B
ITRN,Ituran Location and Control Ltd.,664.25M,33.39,0.88%,331.18M
CTKB,"Cytek Biosciences, Inc.",663.37M,5.15,-9.01%,201.21M
DGNX,Diginex Limited,662.70M,29.25,-16.45%,1.18M
MAGN,Magnera Corporation,659.47M,18.66,-0.11%,2.18B
MOFG,"MidWestOne Financial Group, Inc.",657.19M,31.63,0.09%,60.51M
CAN,Canaan Inc.,656.71M,2.070,-7.17%,229.63M
LAC,Lithium Americas Corp.,656.35M,3.000,-0.66%,-
DNTH,"Dianthus Therapeutics, Inc.",655.57M,22.15,1.75%,5.37M
WEST,Westrock Coffee Company,655.55M,6.96,-2.52%,836.72M
MSIF,"MSC Income Fund, Inc.",655.11M,16.28,0.43%,136.13M
PLRX,"Pliant Therapeutics, Inc.",654.18M,10.75,0.84%,-
EZPW,"EZCORP, Inc.",654.13M,12.01,-1.80%,1.16B
AMRK,"A-Mark Precious Metals, Inc.",653.09M,28.17,-0.21%,9.93B
IMTX,Immatics N.V.,652.88M,5.47,1.30%,128.82M
FSBC,Five Star Bancorp,648.31M,30.41,-0.62%,119.21M
HNST,"The Honest Company, Inc.",647.16M,6.41,-4.33%,368.77M
AMPS,"Altus Power, Inc.",644.80M,4.030,-1.71%,185.99M
VERV,"Verve Therapeutics, Inc.",644.29M,7.61,2.70%,24.40M
LVWR,"LiveWire Group, Inc.",640.24M,3.150,-5.97%,30.96M
AUNA,Auna S.A.,639.39M,8.65,0.82%,1.17B
ARMN,Aris Mining Corporation,638.82M,3.730,-1.32%,484.51M
HTBI,"HomeTrust Bancshares, Inc.",638.16M,36.77,-1.08%,193.44M
MTUS,Metallus Inc.,634.87M,14.94,-1.65%,1.17B
MCS,The Marcus Corporation,633.42M,20.12,-1.28%,670.23M
CNDT,Conduent Incorporated,633.16M,3.960,-1.49%,3.51B
YALA,Yalla Group Limited,632.30M,3.980,-1.97%,329.77M
EVLV,"Evolv Technologies Holdings, Inc.",631.78M,4.010,0.25%,89.22M
WASH,"Washington Trust Bancorp, Inc.",631.61M,32.77,1.68%,98.25M
ABUS,Arbutus Biopharma Corporation,631.01M,3.330,0.91%,6.74M
UFCS,"United Fire Group, Inc.",628.74M,24.81,-1.74%,1.21B
GCI,"Gannett Co., Inc.",628.07M,4.520,-2.59%,2.56B
TK,Teekay Corporation Ltd.,626.13M,7.14,-0.70%,1.30B
TMCI,"Treace Medical Concepts, Inc.",626.09M,10.05,0.20%,202.86M
NCMI,"National CineMedia, Inc.",625.49M,6.59,-1.79%,245.30M
CCBG,"Capital City Bank Group, Inc.",625.08M,36.89,-1.84%,230.88M
CION,CION Investment Corporation,624.51M,11.72,1.47%,254.54M
NEXN,Nexxen International Ltd.,624.31M,9.58,-2.15%,349.11M
ATRO,Astronics Corporation,624.14M,17.70,-0.28%,782.18M
CSV,"Carriage Services, Inc.",623.39M,40.95,-1.44%,405.33M
CRMD,CorMedix Inc.,623.15M,10.27,-6.38%,12.26M
STRW,"Strawberry Fields REIT, Inc.",623.06M,11.20,-2.27%,112.05M
MGIC,Magic Software Enterprises Ltd.,622.58M,12.68,-0.94%,535.48M
USNA,"USANA Health Sciences, Inc.",620.77M,32.57,-6.57%,861.97M
LEGH,Legacy Housing Corporation,619.66M,25.65,-0.04%,163.72M
KRT,Karat Packaging Inc.,618.95M,30.91,-2.21%,416.57M
GNK,Genco Shipping & Trading Limited,618.28M,14.46,-1.30%,439.33M
CAL,"Caleres, Inc.",616.42M,18.33,-3.88%,2.78B
SPTN,SpartanNash Company,615.35M,18.23,-1.19%,9.53B
KURA,"Kura Oncology, Inc.",615.11M,7.91,-1.49%,-
AXL,"American Axle & Manufacturing Holdings, Inc.",614.95M,5.23,-3.33%,6.21B
CGEM,"Cullinan Therapeutics, Inc.",614.88M,10.56,-3.83%,-
EU,enCore Energy Corp.,614.59M,3.310,-3.50%,44.97M
VEL,"Velocity Financial, Inc.",613.95M,18.54,-1.23%,161.83M
ODC,Oil-Dri Corporation of America,613.26M,42.02,-1.34%,454.09M
PHAR,Pharming Group N.V.,612.36M,8.76,-0.45%,285.75M
TRST,TrustCo Bank Corp NY,611.68M,32.16,0.59%,169.77M
EBS,Emergent BioSolutions Inc.,609.57M,11.25,1.26%,1.13B
BZAI,"Blaize Holdings, Inc.",609.53M,6.00,4.90%,1.97M
PACK,Ranpak Holdings Corp.,609.52M,7.32,-3.94%,354.30M
INV,"Innventure, Inc.",609.44M,12.30,1.49%,988.00K
BYRN,Byrna Technologies Inc.,608.52M,27.04,-11.89%,73.42M
STOK,"Stoke Therapeutics, Inc.",608.06M,11.48,4.46%,16.74M
LYTS,LSI Industries Inc.,607.75M,21.07,-0.33%,523.02M
LXU,"LSB Industries, Inc.",604.48M,8.44,-0.94%,520.11M
KOP,Koppers Holdings Inc.,603.20M,29.76,-2.81%,2.13B
TREE,"LendingTree, Inc.",600.36M,44.93,-4.68%,773.05M
RAPP,"Rapport Therapeutics, Inc.",600.22M,16.41,-1.44%,-
FARO,"FARO Technologies, Inc.",600.06M,31.72,-0.91%,347.73M
NPKI,NPK International Inc.,598.56M,6.92,-4.02%,748.37M
RXT,"Rackspace Technology, Inc.",598.51M,2.630,10.50%,2.77B
DHC,Diversified Healthcare Trust,598.36M,2.480,2.48%,1.48B
CCRN,"Cross Country Healthcare, Inc.",597.91M,18.22,-0.11%,1.45B
RGR,"Sturm, Ruger & Company, Inc.",597.75M,35.60,-1.55%,520.49M
SFIX,"Stitch Fix, Inc.",597.43M,4.710,-3.29%,1.29B
PLOW,"Douglas Dynamics, Inc.",596.98M,25.85,-0.12%,559.20M
SMBK,"SmartFinancial, Inc.",596.80M,35.26,0.26%,166.35M
MNTK,"Montauk Renewables, Inc.",596.24M,4.180,-2.11%,194.85M
RMR,The RMR Group Inc.,594.54M,18.67,0.43%,196.92M
KODK,Eastman Kodak Company,594.16M,7.39,4.97%,1.05B
CTLP,"Cantaloupe, Inc.",594.11M,8.14,-3.33%,276.75M
HTBK,Heritage Commerce Corp,594.03M,9.69,-1.12%,170.26M
SPFI,"South Plains Financial, Inc.",591.26M,35.93,-0.08%,190.87M
VHI,"Valhi, Inc.",590.51M,20.87,-5.39%,2.08B
SHEN,Shenandoah Telecommunications Company,589.70M,10.80,1.03%,328.81M
HUMA,"Humacyte, Inc.",589.30M,4.580,-2.97%,-
CTO,"CTO Realty Growth, Inc.",588.43M,19.63,0.41%,118.66M
MNRO,"Monro, Inc.",588.21M,19.64,0.20%,1.21B
AUTL,Autolus Therapeutics plc,588.13M,2.210,0.45%,10.09M
IMXI,"International Money Express, Inc.",588.08M,18.91,-1.25%,665.67M
ACIC,American Coastal Insurance Corporation,587.62M,12.19,-2.40%,290.78M
VZLA,Vizsla Silver Corp.,584.55M,2.060,-,-
CRD.A,Crawford & Company,583.65M,12.01,-0.99%,1.24B
MPB,"Mid Penn Bancorp, Inc.",582.86M,30.12,-2.40%,173.42M
RERE,ATRenew Inc.,581.63M,2.650,-2.21%,2.19B
FRPH,"FRP Holdings, Inc.",581.19M,30.54,-0.88%,31.41M
KIDS,OrthoPediatrics Corp.,581.18M,24.00,-0.58%,189.67M
ZKH,ZKH Group Limited,578.36M,3.580,0.28%,1.26B
GPRE,Green Plains Inc.,577.34M,8.93,0.90%,2.59B
UPB,"Upstream Bio, Inc.",577.24M,10.77,-2.09%,2.21M
LAB,Standard BioTools Inc.,577.00M,1.550,-3.73%,155.90M
BRCC,BRC Inc.,576.53M,2.710,-1.81%,405.26M
LVRO,Lavoro Limited,576.16M,4.925,12.19%,1.69B
CRD.B,Crawford & Company,575.88M,11.75,-2.08%,1.24B
SENS,"Senseonics Holdings, Inc.",571.99M,0.961,-11.85%,22.21M
FPI,Farmland Partners Inc.,571.95M,11.67,-0.34%,58.47M
TGB,Taseko Mines Limited,570.28M,1.860,-3.63%,425.39M
THFF,First Financial Corporation,569.04M,48.19,0.42%,190.12M
CLMB,"Climb Global Solutions, Inc.",567.46M,126.73,-2.12%,410.63M
VREX,Varex Imaging Corporation,566.51M,13.74,-1.79%,811.00M
NVTS,Navitas Semiconductor Corporation,565.99M,3.030,-,91.38M
SVRA,Savara Inc.,565.54M,2.700,-3.57%,-
DJCO,Daily Journal Corporation,564.88M,410.10,-3.07%,69.93M
NAT,Nordic American Tankers Limited,563.75M,2.700,-1.82%,367.47M
ACCD,"Accolade, Inc.",562.12M,6.89,0.15%,446.72M
CHCT,Community Healthcare Trust Incorporated,560.02M,19.83,0.20%,115.61M
CASS,"Cass Information Systems, Inc.",558.92M,41.19,-1.81%,219.89M
TWI,"Titan International, Inc.",557.52M,8.83,0.46%,1.85B
IIIN,"Insteel Industries, Inc.",557.46M,28.69,-1.95%,537.19M
TMC,TMC the metals company Inc.,557.07M,1.630,-1.21%,-
GOTU,Gaotu Techedu Inc.,556.99M,2.190,-6.81%,559.69M
BBW,"Build-A-Bear Workshop, Inc.",556.92M,42.34,-4.38%,495.24M
HIFS,Hingham Institution for Savings,556.51M,255.25,-1.64%,65.53M
LDI,"loanDepot, Inc.",552.63M,1.690,-3.43%,1.01B
ECX,ECARX Holdings Inc.,552.44M,1.610,-6.94%,778.61M
PGC,Peapack-Gladstone Financial Corporation,552.33M,31.65,-0.03%,220.63M
AMBC,"Ambac Financial Group, Inc.",551.76M,11.63,1.13%,398.00M
GHRS,GH Research PLC,551.50M,10.60,9.39%,-
HLF,Herbalife Ltd.,550.32M,5.46,-4.21%,5.00B
OLP,"One Liberty Properties, Inc.",549.01M,25.67,-,89.14M
UVE,"Universal Insurance Holdings, Inc.",547.06M,19.34,-0.92%,1.51B
TTI,"TETRA Technologies, Inc.",547.01M,4.150,-5.68%,617.73M
CCSI,"Consensus Cloud Solutions, Inc.",546.68M,28.32,-0.32%,351.15M
NBR,Nabors Industries Ltd.,546.33M,57.22,-1.75%,2.93B
NYMT,"New York Mortgage Trust, Inc.",546.19M,6.03,-0.17%,252.54M
ANAB,"AnaptysBio, Inc.",545.59M,17.93,2.93%,57.17M
SCHL,Scholastic Corporation,545.44M,19.41,-1.82%,1.58B
SHBI,"Shore Bancshares, Inc.",544.98M,16.35,3.55%,196.96M
ALTI,"AlTi Global, Inc.",543.92M,3.890,-0.77%,246.97M
RSVR,"Reservoir Media, Inc.",542.00M,8.31,-,149.61M
GMRE,Global Medical REIT Inc.,541.33M,7.84,-0.89%,136.59M
LASR,"nLIGHT, Inc.",540.96M,11.17,-1.85%,203.06M
UHT,Universal Health Realty Income Trust,540.69M,39.04,-0.36%,99.90M
EBF,"Ennis, Inc.",539.76M,20.75,0.19%,399.35M
EYPT,"EyePoint Pharmaceuticals, Inc.",536.72M,7.65,-4.97%,45.71M
ALRS,Alerus Financial Corporation,535.79M,21.14,-1.08%,203.84M
BCAL,California BanCorp.,535.61M,16.60,1.84%,106.05M
ERAS,"Erasca, Inc.",534.35M,1.890,0.53%,-
QD,Qudian Inc.,534.12M,2.820,-5.05%,32.50M
CRNC,Cerence Inc.,533.63M,12.46,-7.98%,331.50M
CLW,Clearwater Paper Corporation,532.65M,32.15,-0.68%,2.21B
ATEX,Anterix Inc.,531.92M,28.57,-1.52%,5.61M
XERS,"Xeris Biopharma Holdings, Inc.",530.73M,3.560,-2.73%,187.36M
FISI,"Financial Institutions, Inc.",529.43M,26.37,-2.91%,110.76M
TEN,Tsakos Energy Navigation Limited,527.56M,17.88,-1.54%,836.04M
RYAM,Rayonier Advanced Materials Inc.,527.33M,8.00,-2.68%,1.63B
OPAL,OPAL Fuels Inc.,527.13M,3.050,-0.33%,306.96M
CCNE,CNB Financial Corporation,526.31M,25.30,0.28%,217.36M
FLX,BingEx Limited,525.69M,7.69,-2.53%,663.14M
TALK,"Talkspace, Inc.",523.66M,3.100,-1.27%,181.29M
SLSR,Solaris Resources Inc.,523.06M,0.100,-,-
MATV,"Mativ Holdings, Inc.",518.91M,9.55,0.63%,1.97B
EBTC,"Enterprise Bancorp, Inc.",518.55M,42.33,-0.96%,168.76M
FMNB,Farmers National Banc Corp.,517.18M,13.76,-1.64%,162.12M
CLFD,"Clearfield, Inc.",515.48M,36.49,5.04%,166.71M
INNV,InnovAge Holding Corp.,514.73M,3.800,-3.80%,786.51M
PFIS,Peoples Financial Services Corp.,514.42M,51.47,0.18%,96.20M
FBYD,"Falcon's Beyond Global, Inc.",514.29M,3.990,7.26%,7.53M
API,"Agora, Inc.",514.28M,5.59,-7.60%,134.84M
IVR,Invesco Mortgage Capital Inc.,513.78M,8.46,1.56%,102.89M
LINC,Lincoln Educational Services Corporation,513.74M,16.32,0.68%,423.21M
CBNK,"Capital Bancorp, Inc.",513.62M,31.02,-0.39%,168.05M
BGS,"B&G Foods, Inc.",512.98M,6.48,-0.61%,1.96B
FLWS,"1-800-FLOWERS.COM, Inc.",512.72M,8.03,-0.74%,1.76B
MLYS,"Mineralys Therapeutics, Inc.",512.62M,10.30,0.29%,-
NOA,North American Construction Group Ltd.,511.59M,19.02,-2.46%,874.21M
PSBD,Palmer Square Capital BDC Inc.,509.29M,15.60,-1.14%,-
HKD,AMTD Digital Inc.,509.18M,2.650,1.15%,27.78M
FLGT,"Fulgent Genetics, Inc.",508.96M,16.64,-2.12%,277.76M
PBT,Permian Basin Royalty Trust,507.57M,10.89,-1.89%,37.74M
NNDM,Nano Dimension Ltd.,506.44M,2.310,-2.53%,57.66M
VLGEA,"Village Super Market, Inc.",503.49M,34.11,-0.52%,2.26B
SBC,SBC Medical Group Holdings Incorporated,503.48M,4.900,-1.01%,223.34M
DGICA,Donegal Group Inc.,502.67M,14.83,1.58%,979.12M
SENEA,Seneca Foods Corporation,502.41M,72.91,1.05%,1.48B
RDVT,"Red Violet, Inc.",502.02M,36.40,0.91%,70.69M
KELYB,"Kelly Services, Inc.",501.78M,14.20,-0.70%,4.37B
KELYA,"Kelly Services, Inc.",501.39M,14.08,-0.78%,4.37B
NFBK,"Northfield Bancorp, Inc. (Staten Island, NY)",500.68M,11.67,1.30%,127.03M
SENEB,Seneca Foods Corporation,500.43M,71.47,0.08%,1.48B
FC,Franklin Covey Co.,500.25M,37.91,2.05%,287.92M
OMER,Omeros Corporation,499.53M,8.62,-2.49%,-
METC,"Ramaco Resources, Inc.",499.42M,9.47,-1.76%,698.13M
WLDN,"Willdan Group, Inc.",499.24M,35.35,-2.90%,577.41M
DCTH,"Delcath Systems, Inc.",498.79M,15.60,-2.32%,22.64M
ASC,Ardmore Shipping Corporation,498.68M,11.87,-1.25%,422.62M
MNMD,Mind Medicine (MindMed) Inc.,497.92M,6.79,-4.77%,-
DGICB,Donegal Group Inc.,496.93M,13.80,-0.93%,979.12M
RNAC,"Cartesian Therapeutics, Inc.",496.76M,19.31,-0.36%,47.94M
DCGO,DocGo Inc.,496.47M,4.890,0.82%,694.97M
TCBX,"Third Coast Bancshares, Inc.",496.40M,36.05,-0.28%,165.68M
DOYU,DouYu International Holdings Limited,496.05M,15.68,-2.79%,631.66M
OUST,"Ouster, Inc.",495.72M,9.96,0.81%,105.45M
GAIN,Gladstone Investment Corporation,495.66M,13.51,1.05%,91.47M
MTLS,Materialise NV,494.98M,8.38,-3.12%,297.10M
GHM,Graham Corporation,494.62M,45.42,-1.82%,196.40M
RICK,"RCI Hospitality Holdings, Inc.",494.31M,55.54,-0.86%,295.60M
GAMB,Gambling.com Group Limited,494.27M,14.09,-2.63%,124.40M
YRD,Yiren Digital Ltd.,493.79M,5.68,-2.74%,802.34M
METCB,"Ramaco Resources, Inc.",493.52M,8.81,-1.56%,698.13M
AGS,"PlayAGS, Inc.",492.76M,12.04,-,386.03M
GBLI,"Global Indemnity Group, LLC",492.35M,35.97,3.99%,442.50M
SKYT,"SkyWater Technology, Inc.",492.29M,10.33,3.30%,345.94M
ZJK,"ZJK Industrial Co., Ltd.",492.28M,8.02,-3.14%,35.89M
MGTX,MeiraGTx Holdings plc,491.58M,6.29,-2.18%,13.93M
BAND,Bandwidth Inc.,488.85M,17.77,-1.11%,703.90M
MXCT,"MaxCyte, Inc.",488.80M,4.510,-1.74%,45.60M
AKBA,"Akebia Therapeutics, Inc.",488.73M,2.240,-2.61%,169.88M
JMIA,Jumia Technologies AG,488.63M,3.990,-5.23%,181.20M
ACCO,ACCO Brands Corporation,488.55M,5.26,-1.13%,1.71B
DDD,3D Systems Corporation,488.23M,3.600,-3.49%,443.95M
SRDX,"Surmodics, Inc.",486.64M,34.04,-4.06%,125.45M
MVST,"Microvast Holdings, Inc.",486.41M,1.510,0.67%,370.99M
UNTY,"Unity Bancorp, Inc.",484.76M,48.35,0.42%,103.13M
BHB,Bar Harbor Bankshares,484.07M,31.68,-1.49%,148.79M
CMP,"Compass Minerals International, Inc.",483.49M,11.66,-2.51%,1.12B
CANG,Cango Inc.,483.21M,4.630,-4.93%,38.02M
DDI,"DoubleDown Interactive Co., Ltd.",483.15M,9.75,-2.50%,342.46M
CLPT,"ClearPoint Neuro, Inc.",481.63M,17.46,-0.85%,30.43M
SMLR,"Semler Scientific, Inc.",481.54M,51.96,-0.36%,58.94M
PROK,ProKidney Corp.,481.24M,1.650,-1.20%,-
NWPX,Northwest Pipe Company,479.67M,48.36,0.37%,483.09M
FVR,"FrontView REIT, Inc.",479.67M,17.24,-0.69%,58.66M
CPAC,Cementos Pacasmayo S.A.A.,478.94M,5.89,0.91%,527.80M
BIGC,"BigCommerce Holdings, Inc.",477.33M,6.09,-2.40%,330.05M
GDOT,Green Dot Corporation,477.09M,8.87,-2.31%,1.63B
TRDA,"Entrada Therapeutics, Inc.",475.85M,13.44,0.52%,215.23M
LGTY,"Logility Supply Chain Solutions, Inc.",475.56M,14.12,-0.07%,102.40M
SVC,Service Properties Trust,474.95M,2.850,-0.35%,1.88B
DADA,Dada Nexus Limited,472.84M,1.820,-0.55%,1.42B
LZM,Lifezone Metals Limited,472.42M,5.85,-2.34%,1.02M
ALT,"Altimmune, Inc.",472.27M,6.64,-5.14%,52.00K
NLOP,Net Lease Office Properties,471.94M,31.92,-0.31%,160.91M
TKNO,"Alpha Teknova, Inc.",471.24M,8.84,-6.95%,36.35M
ORKA,"Oruka Therapeutics, Inc.",470.73M,13.45,6.16%,-
GLRE,"Greenlight Capital Re, Ltd.",470.24M,13.50,-1.46%,702.25M
GNTY,"Guaranty Bancshares, Inc.",469.95M,41.11,-1.32%,120.82M
NRIM,"Northrim BanCorp, Inc.",469.77M,85.13,2.43%,151.93M
FFIC,Flushing Financial Corporation,469.54M,13.95,2.50%,115.17M
GPRK,GeoPark Limited,468.93M,9.16,-3.48%,716.84M
CLCO,Cool Company Ltd.,467.36M,8.68,-0.34%,333.65M
GCO,Genesco Inc.,466.99M,41.65,-2.98%,2.32B
MREO,Mereo BioPharma Group plc,466.24M,3.010,2.73%,1.00M
BTBT,"Bit Digital, Inc.",465.14M,3.150,-3.08%,98.00M
URGN,UroGen Pharma Ltd.,464.62M,11.01,-3.00%,89.36M
PNNT,PennantPark Investment Corporation,464.26M,7.11,1.28%,143.82M
DIN,"Dine Brands Global, Inc.",463.19M,30.38,-1.14%,813.84M
ORGO,Organogenesis Holdings Inc.,462.67M,3.680,-2.39%,455.04M
CTV,Innovid Corp.,462.03M,3.110,-0.32%,151.56M
SNDL,SNDL Inc.,461.97M,1.740,-3.87%,674.50M
UIS,Unisys Corporation,461.96M,6.66,-1.48%,2.02B
KROS,"Keros Therapeutics, Inc.",461.78M,11.40,-2.65%,651.00K
ANGO,"AngioDynamics, Inc.",461.71M,11.41,-8.43%,286.50M
SWBI,"Smith & Wesson Brands, Inc.",461.59M,10.49,-0.47%,514.65M
MITK,"Mitek Systems, Inc.",461.36M,10.20,-0.78%,172.08M
TBPH,"Theravance Biopharma, Inc.",461.25M,9.38,-3.00%,63.19M
VALN,Valneva SE,460.39M,5.78,10.10%,176.82M
CMTG,"Claros Mortgage Trust, Inc.",459.90M,3.300,0.92%,50.58M
ARCT,Arcturus Therapeutics Holdings Inc.,459.67M,16.97,-2.58%,160.40M
HNRG,Hallador Energy Company,457.28M,10.73,-2.90%,429.36M
BOC,Boston Omaha Corporation,456.94M,14.54,-1.29%,105.01M
BKSY,BlackSky Technology Inc.,456.93M,14.99,10.46%,107.23M
AIRJ,AirJoule Technologies Corporation,456.80M,8.18,0.99%,-
ETON,"Eton Pharmaceuticals, Inc.",456.78M,17.68,2.08%,34.68M
HAIN,"The Hain Celestial Group, Inc.",456.38M,5.06,-,1.71B
QTRX,Quanterix Corporation,455.57M,9.19,-3.87%,133.81M
ANSC,Agriculture & Natural Solutions Acquisition Corporation,453.68M,10.52,-0.10%,-
OLMA,"Olema Pharmaceuticals, Inc.",453.38M,6.11,-3.48%,-
PACB,"Pacific Biosciences of California, Inc.",453.25M,1.540,-3.75%,173.15M
HPP,"Hudson Pacific Properties, Inc.",452.98M,3.130,0.97%,847.71M
GCBC,"Greene County Bancorp, Inc.",451.21M,26.50,-0.38%,65.85M
PRCH,"Porch Group, Inc.",450.48M,4.450,3.49%,452.10M
MERC,Mercer International Inc.,449.90M,6.73,-1.90%,2.03B
HONE,"HarborOne Bancorp, Inc.",449.09M,10.87,-6.70%,164.29M
KE,"Kimball Electronics, Inc.",448.69M,18.18,0.39%,1.65B
MYE,"Myers Industries, Inc.",448.61M,12.04,-1.31%,823.48M
BBCP,"Concrete Pumping Holdings, Inc.",448.40M,8.46,2.79%,425.87M
DOGZ,Dogness (International) Corporation,447.10M,35.12,15.41%,14.85M
VBNK,VersaBank,446.80M,13.84,2.75%,80.30M
AAM,AA Mission Acquisition Corp.,446.78M,10.16,0.20%,-
EQV,EQV Ventures Acquisition Corp.,446.17M,10.01,0.20%,-
PRTC,PureTech Health plc,445.80M,19.10,2.91%,468.00K
BWMN,Bowman Consulting Group Ltd.,445.78M,25.43,-1.81%,406.31M
AROW,Arrow Financial Corporation,445.53M,26.61,-1.66%,134.63M
