Symbol,Company Name,Market Cap,Stock Price,Percent Change,Revenue
LINK,"Interlink Electronics, Inc.",94.99M,9.63,-2.43%,12.23M
IVAC,"Intevac, Inc.",94.95M,3.520,1.44%,65.57M
BTM,Bitcoin Depot Inc.,94.90M,1.600,-3.61%,585.28M
NOEM,CO2 Energy Transition Corp.,94.80M,10.18,1.19%,-
QETA,Quetta Acquisition Corporation,94.75M,10.59,0.09%,-
HLP,Hongli Group Inc.,94.74M,1.290,0.78%,14.05M
IVCA,Investcorp AI Acquisition Corp.,94.14M,11.85,0.21%,-
DYCQ,DT Cloud Acquisition Corporation,94.02M,10.49,-,-
MGRM,Monogram Technologies Inc.,94.02M,2.740,-1.44%,365.00K
BRID,Bridgford Foods Corporation,93.95M,10.35,-0.29%,223.65M
THM,International Tower Hill Mines Ltd.,93.82M,0.460,-3.58%,-
ANIX,"Anixa Biosciences, Inc.",93.37M,2.900,-1.36%,-
PYXS,"Pyxis Oncology, Inc.",93.36M,1.570,-3.09%,16.15M
GORV,"Lazydays Holdings, Inc.",93.35M,0.850,4.94%,920.77M
WRAP,"Wrap Technologies, Inc.",93.14M,2.030,-2.40%,4.23M
BKHA,Black Hawk Acquisition Corporation,93.13M,10.42,-0.14%,-
SY,So-Young International Inc.,93.09M,0.916,-1.18%,212.14M
MGYR,"Magyar Bancorp, Inc.",92.89M,14.34,-1.78%,32.42M
ALTS,ALT5 Sigma Corporation,92.86M,6.60,15.18%,7.11M
BZFD,"BuzzFeed, Inc.",92.72M,2.440,2.09%,231.67M
YXT,YXT.COM Group Holding Limited,92.52M,1.540,-11.49%,48.03M
INZY,"Inozyme Pharma, Inc.",92.51M,1.440,-1.37%,-
WIMI,WiMi Hologram Cloud Inc.,92.19M,0.939,-0.58%,84.14M
IROH,Iron Horse Acquisitions Corp.,92.13M,10.39,-,-
NTRB,Nutriband Inc.,92.07M,8.29,4.94%,2.02M
CUE,"Cue Biopharma, Inc.",91.86M,1.450,6.62%,9.53M
ACOG,Alpha Cognition Inc.,91.63M,5.72,-6.08%,-
HSPO,Horizon Space Acquisition I Corp.,91.48M,11.68,-0.43%,-
STG,Sunlands Technology Group,91.12M,6.66,-1.67%,292.03M
USAU,U.S. Gold Corp.,91.07M,7.39,-1.47%,-
JSPR,"Jasper Therapeutics, Inc.",90.91M,6.06,-9.55%,-
AXTI,"AXT, Inc.",90.91M,2.090,0.48%,94.69M
HUHU,HUHUTECH International Group Inc.,90.83M,4.290,-4.03%,17.49M
FSHP,Flag Ship Acquisition Corporation,90.58M,10.22,0.10%,-
EDAP,EDAP TMS S.A.,90.53M,2.440,4.72%,70.72M
MDXH,MDxHealth SA,90.32M,1.910,-,84.71M
CODA,"Coda Octopus Group, Inc.",90.31M,8.05,2.55%,20.32M
ORMP,Oramed Pharmaceuticals Inc.,90.30M,2.240,1.82%,-
PAVS,Paranovus Entertainment Technology Ltd.,90.23M,1.340,-2.90%,6.54M
ABOS,"Acumen Pharmaceuticals, Inc.",90.12M,1.500,-3.85%,-
DTSQ,DT Cloud Star Acquisition Corporation,90.08M,10.12,-,-
DTC,"Solo Brands, Inc.",89.84M,0.980,-1.85%,476.33M
IH,iHuman Inc.,89.82M,1.720,2.69%,134.00M
IGMS,"IGM Biosciences, Inc.",89.79M,1.510,0.67%,2.92M
TRX,TRX Gold Corporation,89.22M,0.324,2.70%,44.28M
KLXE,"KLX Energy Services Holdings, Inc.",89.19M,5.29,-2.94%,738.00M
IMPP,Imperial Petroleum Inc.,89.18M,2.940,2.08%,151.15M
AGEN,Agenus Inc.,89.14M,3.800,7.34%,160.43M
ASMB,"Assembly Biosciences, Inc.",89.05M,14.01,-2.91%,28.33M
SNT,Senstar Technologies Corporation,89.04M,3.820,-,34.46M
FOSL,"Fossil Group, Inc.",88.83M,1.670,-0.60%,1.22B
VFF,"Village Farms International, Inc.",88.75M,0.790,12.86%,327.85M
VIOT,"Viomi Technology Co., Ltd",88.70M,1.300,-8.45%,306.75M
SHIM,Shimmick Corporation,88.55M,2.620,3.97%,514.75M
GUTS,"Fractyl Health, Inc.",88.50M,1.840,-5.15%,97.00K
LSBK,"Lake Shore Bancorp, Inc.",88.21M,15.64,-0.70%,25.85M
AVTX,"Avalo Therapeutics, Inc.",88.10M,8.42,6.58%,820.00K
RVPH,"Reviva Pharmaceuticals Holdings, Inc.",88.03M,1.890,2.72%,-
IMUX,"Immunic, Inc.",87.83M,0.975,-4.41%,-
ADVM,"Adverum Biotechnologies, Inc.",87.79M,4.220,-4.31%,1.00M
BYNO,byNordic Acquisition Corporation,87.60M,11.38,0.18%,-
ALOT,"AstroNova, Inc.",87.33M,11.60,0.78%,153.52M
RECT,Rectitude Holdings Ltd,87.15M,6.01,-0.83%,30.67M
MCHX,"Marchex, Inc.",87.07M,2.010,-0.50%,48.59M
MASS,908 Devices Inc.,87.06M,2.500,-2.72%,55.16M
WW,"WW International, Inc.",86.25M,1.080,-0.92%,807.47M
GAN,GAN Limited,86.13M,1.890,-,134.02M
SUUN,SolarBank Corporation,86.11M,2.720,0.37%,49.37M
CTOR,"Citius Oncology, Inc.",85.93M,1.201,-4.68%,-
VMCA,Valuence Merger Corp. I,85.75M,11.64,0.30%,-
SHMD,SCHMID Group N.V.,85.55M,1.991,-0.47%,99.75M
DBVT,DBV Technologies S.A.,85.49M,4.225,1.08%,12.52M
CBAT,"CBAK Energy Technology, Inc.",85.11M,0.946,2.86%,207.42M
AITR,AI Transportation Acquisition Corp,84.89M,10.83,-0.82%,-
XTNT,"Xtant Medical Holdings, Inc.",84.80M,0.610,14.58%,113.86M
AZI,Autozi Internet Technology (Global) Ltd.,84.68M,0.799,1.77%,124.74M
CBUS,"Cibus, Inc.",84.43M,2.490,-2.35%,4.15M
BHST,BioHarvest Sciences Inc.,84.41M,4.961,-4.04%,22.43M
CNF,CNFinance Holdings Limited,84.36M,1.230,-8.89%,109.79M
ICAD,"iCAD, Inc.",84.33M,3.200,1.91%,18.94M
ZENA,"ZenaTech, Inc.",84.12M,4.860,8.24%,1.48M
ADAG,Adagene Inc.,84.11M,1.900,2.70%,815.75K
TNYA,"Tenaya Therapeutics, Inc.",83.97M,1.060,-,-
CHCI,"Comstock Holding Companies, Inc.",83.86M,8.48,-1.17%,45.40M
MAYS,"J.W. Mays, Inc.",83.65M,41.50,0.61%,21.81M
IMAB,I-Mab,83.13M,1.020,-3.77%,3.31M
SUNS,"Sunrise Realty Trust, Inc.",83.10M,12.00,-,734.23K
GRWG,GrowGeneration Corp.,82.94M,1.400,-1.41%,200.88M
INVE,"Identiv, Inc.",82.64M,3.460,-2.81%,104.22M
HSPT,Horizon Space Acquisition II Corp.,82.30M,10.10,0.10%,-
DIT,AMCON Distributing Company,82.30M,127.50,2.82%,2.20B
OKUR,"OnKure Therapeutics, Inc.",82.04M,6.15,5.49%,-
CNTX,Context Therapeutics Inc.,81.93M,0.913,-4.50%,-
FGMC,FG Merger II Corp.,81.71M,9.85,-0.10%,-
VERU,Veru Inc.,81.35M,0.556,-4.27%,16.89M
JVSA,JVSPAC Acquisition Corp.,81.32M,10.58,0.09%,-
YHNA,YHN Acquisition I Limited,80.71M,10.39,-0.75%,-
ENTX,Entera Bio Ltd.,80.66M,2.190,-6.01%,99.00K
ATMV,AlphaVest Acquisition Corp,80.57M,11.50,-,-
ASPC,A SPAC III Acquisition Corp.,80.47M,10.20,-,-
VTGN,"Vistagen Therapeutics, Inc.",80.47M,2.890,-1.70%,876.00K
LEE,"Lee Enterprises, Incorporated",80.41M,12.99,-0.08%,611.38M
HYPR,"Hyperfine, Inc.",80.24M,1.100,10.00%,13.26M
LODE,Comstock Inc.,80.20M,0.381,7.32%,1.86M
ME,23andMe Holding Co.,80.09M,3.100,-9.09%,208.78M
TNXP,Tonix Pharmaceuticals Holding Corp.,80.01M,0.428,14.16%,11.29M
YSXT,"YSX Tech. Co., Ltd",79.98M,3.440,-1.99%,58.55M
RANI,"Rani Therapeutics Holdings, Inc.",79.82M,1.390,0.72%,-
ESP,Espey Mfg. & Electronics Corp.,79.46M,28.47,0.64%,40.61M
ATMC,AlphaTime Acquisition Corp,79.32M,11.54,-,-
SFWL,Shengfeng Development Limited,79.20M,0.960,-2.04%,446.28M
SNAL,"Snail, Inc.",79.08M,2.140,-8.94%,86.82M
PHUN,"Phunware, Inc.",78.96M,3.970,-1.00%,3.54M
VGZ,Vista Gold Corp.,78.83M,0.640,-2.82%,-
RBOT,Vicarious Surgical Inc.,78.82M,13.34,-1.19%,-
CAPN,Cayson Acquisition Corp,78.69M,10.35,1.57%,-
KPTI,Karyopharm Therapeutics Inc.,78.50M,0.622,-6.32%,148.44M
HGBL,Heritage Global Inc.,78.50M,2.160,0.47%,49.88M
SQNS,Sequans Communications S.A.,78.48M,3.140,1.62%,30.56M
GALT,Galectin Therapeutics Inc.,78.45M,1.250,-,-
ANL,Adlai Nortye Ltd.,78.23M,2.120,0.95%,5.00M
MCTR,Ctrl Group Limited,78.00M,5.20,-3.88%,5.19M
SGA,"Saga Communications, Inc.",77.96M,12.45,0.24%,110.67M
AIRG,"Airgain, Inc.",77.94M,6.87,-1.86%,55.59M
TBNK,Territorial Bancorp Inc.,77.82M,9.03,0.22%,36.40M
OPTX,"Syntec Optics Holdings, Inc.",77.78M,2.120,-5.78%,29.39M
LSF,"Laird Superfood, Inc.",77.67M,7.51,-3.72%,40.90M
TPIC,"TPI Composites, Inc.",77.53M,1.630,-,1.30B
SPWH,"Sportsman's Warehouse Holdings, Inc.",77.43M,2.040,-2.39%,1.23B
OSS,"One Stop Systems, Inc.",77.28M,3.660,2.81%,52.71M
IROQ,"IF Bancorp, Inc.",77.23M,23.96,-0.62%,24.23M
RPID,"Rapid Micro Biosystems, Inc.",77.03M,1.790,-6.28%,26.17M
ALXO,ALX Oncology Holdings Inc.,77.00M,1.460,11.88%,-
MSSA,Metal Sky Star Acquisition Corporation,76.82M,11.99,2.30%,-
ICLK,iClick Interactive Asia Group Limited,76.71M,8.76,-3.20%,130.44M
ASRT,"Assertio Holdings, Inc.",76.63M,0.803,-2.77%,125.76M
AUID,authID Inc.,76.56M,7.01,-3.58%,758.64K
SMXT,"SolarMax Technology, Inc.",76.53M,1.690,-3.98%,28.79M
EPIX,ESSA Pharma Inc.,76.35M,1.720,-0.58%,-
FVN,Future Vision II Acquisition Corp.,76.33M,10.52,3.09%,-
EURK,Eureka Acquisition Corp,76.00M,10.19,0.10%,-
CURR,CURRENC Group Inc.,75.84M,1.630,1.88%,48.72M
FSI,"Flexible Solutions International, Inc.",75.73M,6.08,-5.74%,38.49M
TNMG,TNL Mediagene,75.70M,2.900,4.69%,-
DM,"Desktop Metal, Inc.",75.69M,2.270,-9.20%,168.28M
RDAC,Rising Dragon Acquisition Corp.,75.67M,10.25,0.29%,-
AVTE,"Aerovate Therapeutics, Inc.",75.65M,2.620,-,-
WPRT,Westport Fuel Systems Inc.,75.63M,4.370,-1.35%,314.36M
TOI,"The Oncology Institute, Inc.",75.56M,1.000,-0.99%,378.93M
SCLX,Scilex Holding Company,75.48M,0.412,-6.39%,55.15M
AUBN,"Auburn National Bancorporation, Inc.",75.46M,21.60,-1.50%,30.56M
INO,"Inovio Pharmaceuticals, Inc.",75.45M,2.090,-,203.41K
TISI,"Team, Inc.",75.40M,16.81,0.06%,853.11M
INCR,InterCure Ltd.,75.38M,1.630,-0.61%,72.42M
BLUE,"bluebird bio, Inc.",75.35M,7.75,-2.02%,53.12M
MRSN,"Mersana Therapeutics, Inc.",75.22M,0.609,-4.37%,34.84M
TDTH,Trident Digital Tech Holdings Ltd,74.87M,1.160,22.11%,1.38M
ELTK,Eltek Ltd.,74.77M,11.14,-1.50%,48.09M
TLSA,Tiziana Life Sciences Ltd,74.72M,0.685,-0.42%,-
HBIO,"Harvard Bioscience, Inc.",74.57M,1.710,-3.39%,97.73M
ELPW,Elong Power Holding Limited,74.11M,1.170,6.56%,-
MIND,"MIND Technology, Inc.",73.88M,9.27,-0.22%,45.20M
SCWO,374Water Inc.,73.65M,0.515,-7.80%,313.93K
PMVP,"PMV Pharmaceuticals, Inc.",73.48M,1.420,-1.39%,-
ACET,"Adicet Bio, Inc.",72.92M,0.885,-0.56%,-
UBCP,"United Bancorp, Inc.",72.42M,12.51,-2.27%,29.23M
HOUR,"Hour Loop, Inc.",72.40M,2.060,-4.19%,143.31M
ARMP,"Armata Pharmaceuticals, Inc.",72.37M,2.000,-2.44%,5.47M
ASYS,"Amtech Systems, Inc.",72.16M,5.05,0.60%,101.21M
BYSI,BeyondSpring Inc.,72.14M,1.790,1.13%,1.88M
NCSM,"NCS Multistage Holdings, Inc.",72.08M,28.80,-1.81%,152.80M
FDSB,"Fifth District Bancorp, Inc.",72.04M,12.96,-2.49%,10.90M
FNGR,"FingerMotion, Inc.",72.00M,1.260,2.44%,33.57M
VTSI,"VirTra, Inc.",71.67M,6.37,-1.70%,31.77M
OWLT,"Owlet, Inc.",71.52M,4.460,-3.04%,78.58M
IKNA,"Ikena Oncology, Inc.",71.42M,1.480,-0.67%,659.00K
GSIT,"GSI Technology, Inc.",71.36M,2.800,-4.11%,19.79M
IOR,"Income Opportunity Realty Investors, Inc.",71.32M,17.54,-2.56%,-
AADI,"Aadi Bioscience, Inc.",70.98M,2.880,-,25.07M
QNCX,"Quince Therapeutics, Inc.",70.84M,1.610,0.63%,-
ICCM,IceCure Medical Ltd,70.71M,1.250,-,3.67M
PED,PEDEVCO Corp.,70.68M,0.790,0.50%,35.72M
XGN,Exagen Inc.,70.55M,4.000,-2.44%,55.75M
CLSD,"Clearside Biomedical, Inc.",70.53M,0.930,-1.59%,7.70M
VANI,"Vivani Medical, Inc.",70.49M,1.190,1.71%,-
FUSB,"First US Bancshares, Inc.",70.06M,12.30,-3.61%,39.11M
IPSC,"Century Therapeutics, Inc.",69.78M,0.821,-3.45%,2.68M
ALAR,Alarum Technologies Ltd.,69.15M,9.92,-1.88%,31.56M
OAKU,Oak Woods Acquisition Corporation,69.13M,11.45,-1.21%,-
INUV,"Inuvo, Inc.",68.83M,0.490,1.32%,78.45M
BNR,Burning Rock Biotech Limited,68.53M,6.68,1.21%,72.83M
CCG,Cheche Group Inc.,68.43M,0.879,-1.24%,478.62M
NVA,Nova Minerals Limited,68.27M,12.01,-2.28%,-
APLT,"Applied Therapeutics, Inc.",68.24M,0.587,-1.11%,-212.00K
FORA,Forian Inc.,68.24M,2.200,-2.22%,19.71M
NDLS,Noodles & Company,68.06M,1.490,2.05%,495.82M
ICCH,"ICC Holdings, Inc.",68.05M,22.97,-0.43%,92.54M
YYGH,YY Group Holding Limited,67.76M,1.840,2.22%,37.37M
CULP,"Culp, Inc.",67.69M,5.39,3.06%,222.16M
SRFM,Surf Air Mobility Inc.,67.65M,4.240,2.17%,118.21M
CVGI,"Commercial Vehicle Group, Inc.",67.61M,2.090,-4.13%,913.00M
YTRA,"Yatra Online, Inc.",67.53M,1.155,-1.28%,66.25M
AIRE,reAlpha Tech Corp.,67.42M,1.470,-3.29%,379.24K
THTX,Theratechnologies Inc.,67.35M,1.440,0.70%,84.32M
NSPR,"InspireMD, Inc.",67.30M,2.580,0.39%,6.82M
ANVS,"Annovis Bio, Inc.",67.19M,4.870,-0.41%,-
VOC,VOC Energy Trust,66.81M,3.930,-2.24%,14.50M
BYFC,Broadway Financial Corporation,66.78M,7.71,-1.91%,32.66M
NKLA,Nikola Corporation,66.74M,0.790,-2.32%,75.53M
AMTD,AMTD IDEA Group,66.71M,1.010,-,46.93M
LRFC,Logan Ridge Finance Corporation,66.63M,24.99,2.42%,19.94M
PRTS,"CarParts.com, Inc.",66.58M,1.160,-4.13%,611.71M
CTMX,"CytomX Therapeutics, Inc.",66.52M,0.850,-2.86%,126.62M
AIMAU,Aimfinity Investment Corp. I,66.34M,11.81,-9.01%,-
RMTI,"Rockwell Medical, Inc.",65.93M,2.040,-1.45%,98.92M
USEG,U.S. Energy Corp.,65.92M,2.240,2.28%,22.26M
WFCF,"Where Food Comes From, Inc.",65.92M,12.49,0.89%,25.82M
RGLS,Regulus Therapeutics Inc.,65.50M,1.000,-,-
GWH,"ESS Tech, Inc.",65.47M,5.51,0.18%,6.24M
LASE,Laser Photonics Corporation,65.45M,4.740,-2.47%,3.08M
RIBB,Ribbon Acquisition Corp.,65.22M,10.08,0.30%,-
FATBB,FAT Brands Inc.,64.98M,4.300,-7.92%,606.01M
PIII,P3 Health Partners Inc.,64.73M,0.180,3.09%,1.48B
CATO,The Cato Corporation,64.68M,3.350,-4.83%,666.78M
GNTA,Genenta Science S.p.A.,64.38M,3.520,-15.18%,-
FAT,FAT Brands Inc.,64.27M,3.740,-1.84%,606.01M
PRE,Prenetics Global Limited,64.14M,5.25,-2.78%,25.56M
LON,Loncor Gold Inc.,64.10M,1.640,2.50%,-
AREN,"The Arena Group Holdings, Inc.",64.08M,1.350,7.14%,234.40M
LOAN,"Manhattan Bridge Capital, Inc.",64.06M,5.60,1.82%,7.39M
MURA,Mural Oncology plc,64.05M,3.750,-0.53%,-
OPAD,Offerpad Solutions Inc.,64.01M,2.340,-,985.01M
BEAT,"HeartBeam, Inc.",64.00M,2.400,6.67%,-
UNCY,"Unicycive Therapeutics, Inc.",63.71M,0.614,5.83%,-
BAFN,BayFirst Financial Corp.,63.54M,15.38,1.49%,83.77M
BOTJ,"Bank of the James Financial Group, Inc.",63.15M,13.90,2.58%,45.03M
CRT,Cross Timbers Royalty Trust,62.94M,10.49,-1.08%,7.71M
CCEL,"Cryo-Cell International, Inc.",62.79M,7.79,-,31.84M
CVU,"CPI Aerostructures, Inc.",62.40M,4.800,-6.25%,82.81M
SOTK,Sono-Tek Corporation,62.37M,3.960,2.06%,20.15M
INLF,INLIF Limited,62.35M,4.300,-0.23%,14.52M
TYGO,"Tigo Energy, Inc.",61.92M,1.019,5.27%,45.99M
XCH,XCHG Limited,61.83M,1.040,-0.95%,39.07M
GBBK,Global Blockchain Acquisition Corp.,61.83M,11.35,1.79%,-
PDSB,PDS Biotechnology Corporation,61.35M,1.640,-1.20%,-
MDBH,"MDB Capital Holdings, LLC",61.30M,6.16,-1.44%,1.94M
CLIR,ClearSign Technologies Corporation,61.29M,1.220,-,4.28M
SDIG,"Stronghold Digital Mining, Inc.",61.21M,3.550,-4.57%,76.39M
CPBI,"Central Plains Bancshares, Inc.",61.14M,14.80,0.07%,18.26M
KRON,"Kronos Bio, Inc.",60.94M,1.010,-2.42%,9.86M
PRLD,Prelude Therapeutics Incorporated,60.54M,1.100,-7.56%,3.00M
BMTX,"BM Technologies, Inc.",60.50M,5.00,-,57.66M
RCON,"Recon Technology, Ltd.",60.45M,2.160,-,9.48M
HPH,Highest Performances Holdings Inc.,60.43M,0.243,-7.98%,287.00M
SUP,"Superior Industries International, Inc.",60.37M,2.090,-2.79%,1.27B
NEUE,"NeueHealth, Inc.",60.34M,7.31,-0.41%,996.89M
IMRX,Immuneering Corporation,60.24M,1.940,-,-
SST,"System1, Inc.",60.13M,0.654,-3.81%,364.45M
WAI,Top KingWin Ltd,59.90M,0.327,3.05%,3.99M
FFIE,Faraday Future Intelligent Electric Inc.,59.84M,1.320,5.60%,537.00K
HOWL,"Werewolf Therapeutics, Inc.",59.71M,1.340,-0.74%,3.39M
FTII,FutureTech II Acquisition Corp.,59.58M,11.23,1.08%,-
OPTN,"OptiNose, Inc.",59.53M,5.92,-2.63%,75.67M
CNVS,Cineverse Corp.,59.52M,3.750,2.46%,45.01M
SELX,Semilux International Ltd.,59.51M,1.590,7.43%,1.04M
IOBT,"IO Biotech, Inc.",59.29M,0.900,-5.26%,-
NSTS,"NSTS Bancorp, Inc.",58.90M,12.05,-1.15%,6.12M
APT,"Alpha Pro Tech, Ltd.",58.84M,5.35,0.38%,59.29M
VRCA,Verrica Pharmaceuticals Inc.,58.65M,0.648,-9.70%,9.21M
BAYA,Bayview Acquisition Corp,58.50M,10.75,-,-
WWR,"Westwater Resources, Inc.",58.46M,0.940,-4.19%,-
MYND,"Mynd.ai, Inc.",58.43M,1.280,2.15%,357.05M
MKFG,Markforged Holding Corporation,58.36M,2.830,-2.41%,86.89M
CMTL,Comtech Telecommunications Corp.,58.34M,2.000,-4.76%,504.29M
INLX,"Intellinetics, Inc.",58.25M,13.77,0.50%,17.93M
SELF,"Global Self Storage, Inc.",58.15M,5.16,-0.39%,12.32M
FLNT,"Fluent, Inc.",58.15M,2.830,-0.70%,261.98M
FKWL,Franklin Wireless Corp.,57.98M,4.920,-2.77%,34.46M
NHTC,Natural Health Trends Corp.,57.79M,5.04,1.72%,43.05M
NVNO,enVVeno Medical Corporation,57.69M,3.290,0.30%,-
BGSF,"BGSF, Inc.",57.66M,5.23,-0.95%,281.66M
ZAP,Global X Funds - Global X U.S. Electrification ETF,57.62M,25.05,-0.61%,-
FURY,Fury Gold Mines Limited,57.57M,0.383,-6.54%,-
HYMC,Hycroft Mining Holding Corporation,57.43M,2.320,-2.52%,-
PODC,"PodcastOne, Inc.",57.19M,2.340,3.08%,47.46M
MODV,ModivCare Inc.,57.13M,4.000,-4.31%,2.79B
ONCY,Oncolytics Biotech Inc.,56.98M,0.729,-0.41%,-
SACH,Sachem Capital Corp.,56.83M,1.210,3.42%,10.95M
RAND,Rand Capital Corporation,56.81M,22.01,-0.59%,8.35M
GANX,"Gain Therapeutics, Inc.",56.50M,2.130,-3.18%,-
FBLG,"FibroBiologics, Inc.",56.49M,1.610,-3.59%,-
GROV,"Grove Collaborative Holdings, Inc.",56.27M,1.430,2.88%,213.78M
LOOP,"Loop Industries, Inc.",56.19M,1.180,-,126.00K
BEDU,Bright Scholar Education Holdings Limited,56.18M,1.890,5.00%,231.46M
BOWN,Bowen Acquisition Corp,56.10M,6.12,-10.13%,-
MATH,Metalpha Technology Holding Limited,56.00M,1.520,-6.75%,16.76M
CCLD,"CareCloud, Inc.",55.92M,3.440,-7.53%,111.01M
KOSS,Koss Corporation,55.92M,5.98,-3.08%,12.29M
BUJA,Bukit Jalil Global Acquisition 1 Ltd,55.74M,11.28,-0.27%,-
IPWR,Ideal Power Inc.,55.65M,6.83,-3.12%,142.11K
BMR,Beamr Imaging Ltd.,55.53M,3.580,-0.28%,2.96M
AIRT,"Air T, Inc.",55.50M,20.11,-1.42%,284.09M
BRFH,"Barfresh Food Group, Inc.",55.45M,3.760,-,9.85M
STTK,"Shattuck Labs, Inc.",55.38M,1.160,-7.20%,6.44M
RFIL,"RF Industries, Ltd.",55.15M,5.23,4.18%,64.86M
VNRX,VolitionRx Limited,55.14M,0.600,-4.00%,1.29M
COHN,Cohen & Company Inc.,54.98M,9.74,-,89.56M
CTSO,Cytosorbents Corporation,54.95M,1.005,1.52%,37.74M
WKEY,WISeKey International Holding AG,54.31M,7.51,-0.79%,20.99M
BCOW,"1895 Bancorp of Wisconsin, Inc.",54.23M,9.79,-1.71%,11.83M
APYX,Apyx Medical Corporation,54.21M,1.440,-5.26%,48.54M
ISPO,Inspirato Incorporated,54.18M,5.01,4.59%,287.45M
RGS,Regis Corporation,53.89M,23.61,0.73%,195.67M
CLRC,ClimateRock,53.71M,11.80,-0.59%,-
CNTB,Connect Biopharma Holdings Limited,53.71M,0.972,-3.76%,24.12M
GEG,"Great Elm Group, Inc.",53.54M,1.800,-1.10%,18.52M
EMCG,Embrace Change Acquisition Corp.,53.52M,11.84,-,-
LTRN,Lantern Pharma Inc.,53.38M,4.950,2.91%,-
IMMX,"Immix Biopharma, Inc.",53.36M,1.940,-1.52%,-
LUCD,Lucid Diagnostics Inc.,53.11M,0.958,3.68%,4.19M
UG,"United-Guardian, Inc.",53.00M,11.54,1.10%,12.31M
BTCS,BTCS Inc.,52.92M,3.050,-2.24%,2.08M
NUKK,Nukkleus Inc.,52.71M,24.95,-5.35%,10.75M
IDN,"Intellicheck, Inc.",52.37M,2.650,-,19.24M
XPL,Solitario Resources Corp.,52.31M,0.642,-2.67%,-
TOP,TOP Financial Group Limited,52.22M,1.410,-1.40%,2.73M
MESA,"Mesa Air Group, Inc.",52.05M,1.260,-1.56%,475.52M
NTZ,Natuzzi S.p.A.,51.88M,4.710,-5.80%,365.85M
RPTX,Repare Therapeutics Inc.,51.86M,1.220,2.52%,66.52M
GBIO,Generation Bio Co.,51.84M,0.776,-4.52%,18.58M
VTVT,vTv Therapeutics Inc.,51.64M,16.19,10.21%,1.00M
REFR,Research Frontiers Incorporated,51.62M,1.540,-0.65%,1.47M
CLST,"Catalyst Bancorp, Inc.",51.57M,11.72,-0.56%,5.17M
MODD,"Modular Medical, Inc.",51.38M,1.280,-1.54%,-
OTLK,"Outlook Therapeutics, Inc.",51.31M,2.060,1.98%,-
BODI,"The Beachbody Company, Inc.",51.30M,7.41,-0.27%,451.43M
BEST,BEST Inc.,51.23M,2.720,0.18%,1.18B
FTCI,"FTC Solar, Inc.",51.16M,3.980,1.53%,57.35M
ATRA,"Atara Biotherapeutics, Inc.",51.15M,8.88,4.59%,100.44M
PRT,PermRock Royalty Trust,51.10M,4.200,-2.32%,6.06M
BOLD,"Boundless Bio, Inc.",51.06M,2.290,-6.15%,-
USIO,"Usio, Inc.",51.01M,1.880,5.03%,81.03M
PXLW,"Pixelworks, Inc.",50.98M,0.865,1.28%,54.19M
MDIA,MediaCo Holding Inc.,50.87M,1.090,1.87%,69.30M
RFL,"Rafael Holdings, Inc.",50.83M,2.060,5.10%,697.00K
OPI,Office Properties Income Trust,50.68M,0.909,0.96%,517.51M
ALCY,Alchemy Investments Acquisition Corp 1,50.58M,11.16,0.90%,-
DUOT,"Duos Technologies Group, Inc.",50.54M,6.01,2.21%,7.35M
BIRD,"Allbirds, Inc.",50.37M,6.35,-2.31%,205.90M
JUNE,Junee Limited,50.34M,3.870,0.26%,2.90M
FBIO,"Fortress Biotech, Inc.",50.24M,1.820,2.25%,81.50M
AP,Ampco-Pittsburgh Corporation,50.24M,2.500,2.04%,425.48M
OMIC,"Singular Genomics Systems, Inc.",50.22M,19.82,-0.40%,2.67M
ANGH,Anghami Inc.,50.08M,0.749,7.29%,52.27M
